"X1","X2","X3","X4","X5","X6","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","Freq"
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8,2
0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,160
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,27
0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,1,3
0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,701
0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,54
0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,2
0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,3,1
0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,13
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,16
0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,2
0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,3
0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,298
0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,2
0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,397
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,321
0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,390
0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,850
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,19982
0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,18
0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,0,20
0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,102
0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1223
0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,143
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,1
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,1
0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,781
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,297
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,8,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,8,3
0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,1,2
0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,0,3
0,0,0,0,0,0,1,0,8,0,0,0,0,2,0,0,156
0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,414
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,1
0,0,0,0,0,0,2,0,0,0,0,0,0,2,5,2,1
0,0,0,0,0,0,2,0,0,0,0,0,0,3,6,0,37
0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,49
0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,195
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,12
0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,1
0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,12
0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,692
0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,70
0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,2
0,0,0,0,0,0,5,0,4,0,0,0,0,2,0,0,65
0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,3,2
0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,3,2
0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,3,4
0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,66
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,8
0,0,0,0,0,0,8,0,1,0,0,0,0,2,0,0,141
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,2
0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,264
0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,319
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,6
0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,57
0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,75
0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,672
0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6654
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,18
0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,8,2
0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,4
0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,92
0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,14
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,1
0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,3,1
0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,273
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,25
0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,1
0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,210
0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,18
0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,1
0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,124
0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,3,2
0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,158
0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,3,1
0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,2,1
0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,1,1
0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,33
0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4
0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,2,1
0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,36
0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,34
0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,233
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,6
0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,76
0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4005
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10
0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,6
0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,100
0,0,0,0,1,6,0,4,0,0,0,0,0,0,0,0,66
0,0,0,0,1,7,0,3,0,0,0,0,0,0,0,0,52
0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,1,8,0,2,0,0,0,0,0,0,0,0,34
0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,328
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,2
0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,49
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,10
0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,94
0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,109
0,0,0,0,6,3,0,2,0,0,0,0,0,0,0,0,82
0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,27
0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,79
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3
0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,88
0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,206
0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,89
0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,487
0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2334
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,8
0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,44
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8,2
0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,67
0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,62
0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,176
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,4
0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,3,3
0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,436
0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,66
0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,4
0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,229
0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,20
0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,92
0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,5
0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,37
0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,160
0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,369
0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,28
0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,184
0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,52
0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,3,28
0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,2,1
0,0,1,0,0,8,0,1,0,0,0,0,1,0,0,0,14
0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1,349
0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,6850
0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,528
0,0,1,0,8,2,0,0,0,0,0,0,0,0,0,0,134
0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,114
0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,107
0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,3,2
0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,1,2
0,0,2,0,0,8,0,0,0,1,0,0,0,0,0,0,66
0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,3024
0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,166
0,0,3,0,1,7,0,0,0,0,0,0,0,0,0,0,5
0,0,3,0,2,6,0,0,0,0,0,0,0,0,0,0,83
0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,136
0,0,4,0,1,5,0,0,0,0,0,0,0,0,0,1,1
0,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,33
0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,4
0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,9
0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,1,4
0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,15
0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,10
0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,44
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
0,1,0,0,0,0,6,0,2,0,0,0,0,2,0,0,9
0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,64
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,8,6
0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,3,6
0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,2,1
0,1,0,0,8,2,0,0,0,0,0,0,0,0,0,0,61
0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,1,3
0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3
0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1372
0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,126
0,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,65
0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,46
0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,60
0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,1,1
0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,131
0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,94
0,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,41
0,1,2,0,3,5,0,0,0,0,0,0,0,0,0,0,40
0,1,4,0,0,6,0,0,0,0,0,0,0,0,0,0,9
0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5
0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,84
0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
0,2,0,0,1,0,8,0,0,0,0,0,0,0,0,0,41
0,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,390
0,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,225
0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,3,5
0,2,0,0,6,2,0,0,0,0,0,0,0,0,0,1,339
0,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0,307
0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1236
0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,77
0,2,1,0,3,5,0,0,0,0,0,0,0,0,0,0,99
0,2,1,0,6,2,0,0,0,0,0,0,0,0,0,0,241
0,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,102
0,2,3,0,0,6,0,0,0,0,0,0,0,0,0,0,6
0,2,3,0,1,5,0,0,0,0,0,0,0,0,0,0,12
0,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,35
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10
0,3,0,0,1,0,7,0,0,0,0,0,0,0,0,0,19
0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,103
0,3,0,0,6,2,0,0,0,0,0,0,0,0,0,0,238
0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,1,3
0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,870
0,3,3,0,2,3,0,0,0,0,0,0,0,0,0,0,3
0,3,6,0,0,2,0,0,0,0,0,0,0,0,0,0,27
0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,2,128
0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,120
0,5,0,0,4,2,0,0,0,0,0,0,0,0,0,0,77
0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,4
0,5,2,0,3,1,0,0,0,0,0,0,0,0,0,0,35
0,5,4,0,0,2,0,0,0,0,0,0,0,0,0,0,117
0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,1,41
0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,6
0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,41
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,146
0,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,143
0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,41
0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,35
0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,147
0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,201
0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,304
0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2564
0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,319
0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4940
1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13
1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8
1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3
1,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,10
1,2,0,0,1,0,7,0,0,0,0,0,0,0,0,0,2
1,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,19
1,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,69
2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,14
2,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,64
3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,68
3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2
7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30
8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,65
9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36
9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,251
10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
