"image_filename","0","1","2","3","4","5","6","7","8","9"
"aeroplane_s_000045.png",48,1,0,0,0,0,0,0,2,0
"aeroplane_s_000063.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_000009.png",53,0,0,0,0,0,0,0,0,0
"airbus_s_000030.png",49,1,0,1,0,0,0,0,0,0
"airbus_s_000049.png",50,0,0,0,0,0,0,0,0,0
"airbus_s_000099.png",50,0,0,0,0,0,0,1,0,0
"airbus_s_000108.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_000131.png",50,0,0,0,0,0,0,0,0,0
"airbus_s_000136.png",49,0,1,0,0,0,0,0,0,0
"airbus_s_000156.png",50,0,0,0,0,0,0,0,0,0
"airbus_s_000170.png",50,0,0,0,0,0,0,0,0,0
"airbus_s_000198.png",48,2,0,0,0,0,0,0,0,0
"airbus_s_000211.png",50,1,0,0,1,0,0,0,0,0
"airbus_s_000232.png",50,0,0,0,0,0,0,0,0,0
"airbus_s_000234.png",54,0,0,0,0,0,0,0,0,0
"airbus_s_000249.png",50,0,0,0,0,0,0,0,0,0
"airbus_s_000257.png",54,0,0,0,0,0,0,0,0,0
"airbus_s_000301.png",49,0,0,0,0,0,0,0,1,0
"airbus_s_000312.png",52,0,0,1,0,0,0,0,0,0
"airbus_s_000315.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_000332.png",48,2,0,1,0,0,0,0,0,0
"airbus_s_000340.png",51,0,0,0,0,0,0,0,1,0
"airbus_s_000345.png",53,0,0,0,0,0,0,0,0,0
"airbus_s_000410.png",52,0,0,0,0,0,0,0,0,0
"airbus_s_000413.png",49,0,0,0,0,0,0,0,1,0
"airbus_s_000432.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_000450.png",50,0,0,0,0,0,0,0,0,0
"airbus_s_000640.png",50,0,0,0,0,0,0,0,0,0
"airbus_s_000691.png",50,0,1,1,0,0,0,0,0,0
"airbus_s_000708.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_000733.png",47,1,0,0,0,0,0,0,2,0
"airbus_s_000770.png",54,0,0,0,0,0,0,0,0,0
"airbus_s_000774.png",51,0,0,0,0,0,0,0,1,0
"airbus_s_000778.png",49,1,0,0,0,0,0,0,1,0
"airbus_s_000782.png",51,1,0,0,0,0,0,0,0,0
"airbus_s_000807.png",52,0,0,0,0,0,0,0,0,0
"airbus_s_000883.png",50,1,0,0,0,0,0,0,0,0
"airbus_s_000909.png",49,0,0,1,0,0,0,0,1,0
"airbus_s_000947.png",49,0,0,0,0,0,0,0,1,0
"airbus_s_000970.png",48,1,1,0,0,0,0,0,0,0
"airbus_s_001010.png",53,1,0,0,0,0,0,0,0,0
"airbus_s_001030.png",52,0,0,0,0,0,0,0,0,0
"airbus_s_001063.png",51,1,0,0,0,0,0,0,0,0
"airbus_s_001079.png",50,0,0,0,0,0,0,0,3,0
"airbus_s_001191.png",54,0,0,0,0,0,0,0,0,0
"airbus_s_001232.png",50,1,0,0,0,0,0,0,0,0
"airbus_s_001259.png",49,0,0,0,0,0,0,0,1,0
"airbus_s_001282.png",49,2,0,0,0,0,0,0,1,0
"airbus_s_001294.png",51,1,0,0,0,1,0,0,0,0
"airbus_s_001323.png",52,0,0,0,0,0,0,0,0,0
"airbus_s_001337.png",50,0,0,0,0,0,0,1,0,0
"airbus_s_001342.png",50,2,0,0,0,0,0,0,0,1
"airbus_s_001347.png",48,1,0,0,0,0,0,0,0,1
"airbus_s_001414.png",51,1,0,0,0,0,0,0,0,0
"airbus_s_001421.png",53,0,0,0,0,0,0,0,0,0
"airbus_s_001433.png",49,0,0,0,0,0,0,0,0,1
"airbus_s_001458.png",52,0,0,0,0,0,0,0,0,0
"airbus_s_001477.png",49,1,0,0,1,0,0,0,0,0
"airbus_s_001506.png",52,1,0,0,0,0,0,0,0,0
"airbus_s_001508.png",50,0,0,0,0,0,0,0,0,0
"airbus_s_001517.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_001518.png",49,0,0,1,0,0,0,0,0,0
"airbus_s_001524.png",50,0,1,0,0,0,0,0,0,0
"airbus_s_001536.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_001539.png",52,0,0,0,0,0,0,0,0,0
"airbus_s_001552.png",50,1,0,0,0,0,0,0,0,0
"airbus_s_001574.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_001580.png",52,0,0,0,1,0,0,0,0,0
"airbus_s_001604.png",48,0,0,0,1,0,0,0,1,0
"airbus_s_001616.png",52,0,0,0,0,0,0,0,0,0
"airbus_s_001645.png",58,1,0,0,0,0,0,0,0,0
"airbus_s_001662.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_001681.png",53,0,0,0,0,0,0,0,0,0
"airbus_s_001709.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_001726.png",47,0,2,0,1,0,0,0,0,0
"airbus_s_001750.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_001764.png",54,1,0,0,0,0,0,0,2,0
"airbus_s_001805.png",53,0,0,0,0,0,0,0,0,0
"airbus_s_001806.png",48,0,0,0,0,0,0,0,2,0
"airbus_s_001809.png",51,0,0,0,0,0,0,0,0,0
"airbus_s_001819.png",48,0,0,0,2,0,0,0,0,0
"airbus_s_001841.png",49,1,0,0,0,0,0,0,1,0
"airbus_s_001928.png",50,0,3,0,0,0,0,0,0,0
"airbus_s_001955.png",51,0,0,0,0,0,0,0,1,0
"airbus_s_001961.png",49,0,0,0,1,0,0,0,1,0
"airbus_s_002004.png",52,0,0,0,0,0,0,0,1,0
"airbus_s_002006.png",50,0,0,0,0,0,0,0,1,0
"airbus_s_002139.png",49,0,0,0,0,0,0,0,1,0
"airbus_s_002193.png",51,0,0,0,0,0,0,0,0,1
"airbus_s_002206.png",50,0,0,0,0,0,0,0,0,0
"airbus_s_002266.png",49,0,1,0,0,0,0,0,0,0
"airbus_s_002275.png",50,1,1,0,0,0,0,0,0,0
"airbus_s_002278.png",49,1,0,0,1,0,0,0,0,0
"airbus_s_002291.png",51,0,0,0,0,0,0,0,1,2
"airbus_s_002295.png",51,0,0,0,0,0,0,0,2,0
"airliner_s_000014.png",49,1,0,0,0,0,0,0,0,0
"airliner_s_000031.png",50,0,0,0,0,0,0,0,0,0
"airliner_s_000043.png",51,0,0,0,0,0,0,1,0,1
"airliner_s_000075.png",52,0,0,0,0,0,0,0,0,1
"airliner_s_000078.png",49,0,0,0,1,0,0,0,0,0
"airliner_s_000179.png",49,1,0,0,0,0,1,0,0,0
"airliner_s_000196.png",51,0,0,1,0,0,0,0,1,0
"airliner_s_000209.png",51,0,0,0,0,0,0,0,0,0
"airliner_s_000275.png",51,0,0,0,0,0,0,0,0,0
"airliner_s_000277.png",49,0,0,0,0,0,0,0,1,0
"airliner_s_000279.png",49,1,0,0,0,0,0,0,0,0
"airliner_s_000368.png",47,0,0,0,0,0,0,0,3,0
"airliner_s_000499.png",50,1,0,0,0,0,0,0,0,0
"airliner_s_000551.png",54,0,0,0,0,0,0,0,0,0
"airliner_s_000558.png",50,0,0,0,0,0,0,0,1,0
"airliner_s_000716.png",50,0,0,0,0,0,0,0,0,0
"airliner_s_000741.png",50,0,0,1,0,0,0,0,0,0
"airliner_s_001004.png",51,0,0,0,0,0,0,0,0,0
"airliner_s_001117.png",51,0,0,0,0,0,0,0,0,0
"airliner_s_001142.png",52,0,0,0,0,0,0,0,0,0
"airliner_s_001155.png",50,0,0,0,0,0,0,0,0,0
"airliner_s_001213.png",53,0,1,0,0,0,0,0,0,0
"airliner_s_001224.png",51,1,0,0,0,0,0,0,0,0
"airliner_s_001228.png",50,0,0,0,0,0,0,0,0,0
"airliner_s_001232.png",53,0,1,0,0,0,0,0,0,0
"airliner_s_001245.png",49,0,0,0,0,0,0,0,3,0
"airliner_s_001256.png",54,0,0,0,0,0,0,0,0,0
"airliner_s_001273.png",50,0,0,0,0,0,0,0,0,0
"airliner_s_001298.png",50,1,0,0,0,0,0,0,1,0
"airliner_s_001310.png",50,1,0,0,0,0,0,0,0,0
"airliner_s_001336.png",48,1,0,0,0,0,0,0,1,0
"airliner_s_001386.png",51,1,0,0,0,0,0,0,1,0
"airliner_s_001490.png",52,0,0,0,0,0,0,0,0,0
"airliner_s_001545.png",50,0,0,0,0,0,0,0,1,1
"airliner_s_001669.png",49,1,0,0,0,0,0,0,0,0
"airliner_s_001698.png",52,0,0,0,0,0,0,0,0,0
"airliner_s_001718.png",53,0,0,0,0,0,0,0,0,0
"airliner_s_001726.png",50,1,0,0,0,0,0,0,1,0
"airliner_s_001818.png",50,0,0,0,0,0,0,0,0,1
"airliner_s_001862.png",52,0,0,0,0,0,0,0,0,0
"airliner_s_001880.png",50,1,0,0,0,0,0,0,0,0
"airliner_s_001908.png",52,0,0,0,0,0,0,0,0,0
"airliner_s_002060.png",49,0,0,0,0,0,0,0,0,1
"airliner_s_002061.png",50,0,0,0,0,0,0,0,1,0
"airliner_s_002135.png",51,0,0,0,0,0,0,0,0,0
"airliner_s_002158.png",51,0,0,0,0,0,0,0,0,0
"airliner_s_002160.png",51,0,0,0,0,0,0,0,0,0
"airliner_s_002283.png",53,0,0,0,0,0,0,0,0,0
"airliner_s_002307.png",53,1,0,0,0,0,0,0,0,0
"airliner_s_002312.png",49,0,0,0,0,1,0,0,0,0
"airplane_s_000005.png",48,2,0,0,0,0,0,0,0,0
"airplane_s_000007.png",52,0,0,0,0,0,0,0,1,0
"airplane_s_000019.png",50,0,0,0,0,0,0,0,0,0
"airplane_s_000025.png",49,0,0,0,0,0,0,0,2,0
"airplane_s_000054.png",50,0,1,0,0,0,0,0,0,0
"airplane_s_000086.png",51,0,0,0,0,0,0,0,1,0
"airplane_s_000145.png",49,2,0,0,0,0,0,0,0,0
"airplane_s_000240.png",52,0,0,0,0,0,0,0,1,0
"airplane_s_000359.png",52,1,0,0,0,0,0,1,1,0
"alauda_arvensis_s_000010.png",0,0,50,0,0,0,0,0,0,0
"alauda_arvensis_s_000028.png",0,0,54,0,0,0,0,0,0,0
"alauda_arvensis_s_000089.png",0,0,50,0,1,0,0,0,0,0
"alauda_arvensis_s_000092.png",0,0,52,0,0,0,0,0,0,0
"alauda_arvensis_s_000100.png",1,0,50,0,0,0,0,0,0,0
"alauda_arvensis_s_000106.png",0,0,50,0,0,1,1,0,0,0
"alauda_arvensis_s_000163.png",0,0,50,0,0,0,0,0,0,0
"alauda_arvensis_s_000176.png",0,0,48,0,0,0,2,0,0,0
"alauda_arvensis_s_000275.png",0,0,52,0,0,0,0,0,0,0
"alauda_arvensis_s_000321.png",0,0,49,0,1,0,0,1,0,0
"alauda_arvensis_s_000440.png",0,0,49,0,0,0,2,0,0,0
"alauda_arvensis_s_000452.png",0,0,47,3,0,0,0,0,0,0
"alauda_arvensis_s_000559.png",0,0,49,0,0,0,1,1,0,0
"alauda_arvensis_s_000581.png",0,0,52,0,0,0,0,1,0,0
"alauda_arvensis_s_000615.png",1,0,49,1,0,0,0,0,0,0
"alauda_arvensis_s_000744.png",0,0,49,0,0,1,0,0,0,0
"alauda_arvensis_s_000753.png",0,0,51,0,0,0,0,0,0,0
"alauda_arvensis_s_000789.png",0,0,50,0,0,0,0,0,0,0
"alauda_arvensis_s_000804.png",0,0,51,0,0,0,0,0,0,0
"alauda_arvensis_s_000863.png",0,0,50,0,0,0,0,0,0,0
"alauda_arvensis_s_000891.png",0,0,51,0,0,0,0,0,0,0
"alauda_arvensis_s_000967.png",0,0,51,0,0,0,0,0,0,0
"alauda_arvensis_s_000975.png",0,0,52,0,0,0,0,0,0,0
"alauda_arvensis_s_001138.png",0,0,50,0,0,0,0,0,0,0
"alauda_arvensis_s_001143.png",1,0,51,0,1,0,0,0,0,0
"alauda_arvensis_s_001161.png",0,0,50,0,0,0,0,0,0,0
"alauda_arvensis_s_001166.png",0,0,52,0,0,0,0,1,0,0
"alauda_arvensis_s_001231.png",0,0,50,0,0,0,1,0,0,0
"alauda_arvensis_s_001239.png",0,0,51,0,0,0,0,0,0,0
"alces_alces_s_000012.png",0,0,0,0,41,4,0,6,0,0
"alces_alces_s_000026.png",0,0,0,0,13,0,0,37,0,0
"alces_alces_s_000047.png",0,0,1,0,46,0,1,4,0,0
"alces_alces_s_000166.png",0,0,1,1,28,7,1,14,0,1
"alces_alces_s_000236.png",0,0,0,0,12,1,0,40,0,0
"alces_alces_s_000241.png",0,0,0,0,25,0,0,26,0,0
"alces_alces_s_000256.png",0,2,0,0,47,0,0,5,0,0
"alces_alces_s_000279.png",0,0,0,0,45,2,0,3,0,0
"alces_alces_s_000284.png",0,0,0,1,47,0,0,3,0,0
"alces_alces_s_000340.png",0,0,0,1,28,2,0,20,0,0
"alces_alces_s_000343.png",0,0,0,0,47,1,0,3,0,0
"alces_alces_s_000347.png",0,0,0,0,20,0,0,30,0,0
"alces_alces_s_000498.png",0,0,0,0,33,1,0,15,1,0
"alces_alces_s_000621.png",0,0,0,0,28,1,0,23,0,0
"alces_alces_s_000636.png",1,0,0,0,23,1,0,25,0,0
"alces_alces_s_000718.png",0,0,0,0,46,0,0,4,0,0
"alces_alces_s_000737.png",1,0,0,0,47,0,0,4,0,0
"alces_alces_s_000881.png",0,0,3,0,38,0,3,7,0,0
"alces_alces_s_000935.png",0,0,0,2,36,3,0,10,1,0
"alces_alces_s_000966.png",0,0,0,0,6,5,0,43,0,0
"alces_alces_s_001056.png",0,0,1,0,50,0,0,0,0,0
"alces_alces_s_001212.png",0,0,0,0,41,4,0,5,0,1
"alces_alces_s_001339.png",0,0,0,0,42,0,0,9,0,0
"alces_alces_s_001359.png",0,0,0,0,24,2,0,26,0,0
"alces_alces_s_001360.png",0,0,0,0,45,0,0,6,0,0
"alces_alces_s_001406.png",0,0,0,0,34,1,0,15,1,0
"alces_alces_s_001450.png",0,0,0,0,36,0,0,15,0,0
"alces_alces_s_001486.png",0,0,1,0,40,1,11,0,0,0
"alces_alces_s_001491.png",0,0,0,1,48,2,0,1,0,0
"alces_alces_s_001508.png",0,0,0,8,29,6,0,9,0,0
"alces_alces_s_001534.png",0,0,0,0,45,0,0,6,0,0
"alces_alces_s_001536.png",0,0,0,0,53,0,0,0,0,0
"alces_alces_s_001605.png",0,0,0,0,37,2,0,11,0,0
"alces_alces_s_001648.png",0,0,0,0,51,0,0,0,0,0
"alces_alces_s_001700.png",0,0,0,0,45,0,0,5,0,0
"alces_alces_s_002237.png",0,0,4,3,24,6,7,7,0,0
"alces_alces_s_002283.png",0,0,0,0,50,1,0,1,0,0
"alces_alces_s_002287.png",0,0,5,0,42,1,1,1,1,0
"alces_alces_s_002323.png",0,0,0,0,23,1,1,26,0,0
"alces_alces_s_002328.png",0,0,0,0,50,2,0,2,0,0
"alley_cat_s_000013.png",0,0,1,49,0,0,0,0,0,0
"alley_cat_s_000030.png",0,0,1,53,1,0,0,0,1,0
"alley_cat_s_000157.png",0,1,0,37,0,10,0,1,0,1
"alley_cat_s_000585.png",0,1,0,45,0,1,2,1,0,0
"alley_cat_s_000777.png",0,0,3,43,2,1,0,1,0,0
"alley_cat_s_000853.png",0,0,0,51,0,0,0,0,0,0
"alley_cat_s_000955.png",0,0,0,50,0,1,1,0,0,0
"alley_cat_s_001141.png",0,0,0,52,0,0,0,0,0,0
"alley_cat_s_001186.png",0,0,1,30,0,10,9,0,0,0
"alley_cat_s_001424.png",0,0,0,50,1,1,0,0,0,0
"alley_cat_s_001902.png",0,0,0,50,1,0,0,0,0,0
"alley_cat_s_002164.png",0,0,1,53,0,0,1,0,0,0
"alley_cat_s_002200.png",0,0,0,49,0,0,0,1,0,0
"alley_cat_s_002204.png",0,0,0,52,0,0,0,0,0,0
"alley_cat_s_002220.png",0,0,0,54,0,0,0,0,0,0
"alley_cat_s_002291.png",0,0,0,40,0,13,0,0,0,0
"alley_cat_s_002309.png",0,0,0,49,0,1,1,0,0,0
"alley_cat_s_002583.png",0,0,0,50,0,0,1,0,0,0
"alley_cat_s_002588.png",0,0,0,51,0,0,0,0,0,0
"alley_cat_s_002661.png",0,0,0,46,0,6,0,0,0,0
"alley_cat_s_002686.png",0,0,1,42,1,0,8,0,0,0
"alley_cat_s_002687.png",0,0,2,37,0,11,2,0,0,0
"alley_cat_s_002773.png",0,0,0,46,0,2,1,1,0,0
"alytes_obstetricans_s_000022.png",0,0,1,2,0,0,49,0,0,0
"alytes_obstetricans_s_000062.png",0,0,0,0,0,0,52,0,0,0
"alytes_obstetricans_s_000064.png",0,0,0,0,0,0,53,0,0,0
"alytes_obstetricans_s_000068.png",0,0,0,0,0,0,52,0,0,0
"alytes_obstetricans_s_000114.png",0,0,1,1,1,0,50,0,0,0
"alytes_obstetricans_s_000125.png",0,0,0,2,0,0,48,0,0,0
"alytes_obstetricans_s_000147.png",0,0,1,0,0,0,51,0,0,0
"alytes_obstetricans_s_000165.png",0,0,0,0,0,0,52,0,0,0
"alytes_obstetricans_s_000185.png",0,0,0,4,0,4,43,0,0,0
"alytes_obstetricans_s_000190.png",0,0,1,0,0,0,49,0,0,0
"alytes_obstetricans_s_000201.png",0,0,0,0,0,0,50,0,0,0
"alytes_obstetricans_s_000205.png",0,0,0,1,0,0,52,0,0,0
"alytes_obstetricans_s_000217.png",0,0,1,7,0,2,41,0,0,0
"alytes_obstetricans_s_000233.png",0,0,0,2,1,8,39,0,0,0
"alytes_obstetricans_s_000235.png",0,0,0,0,1,0,51,0,0,0
"alytes_obstetricans_s_000264.png",0,0,1,0,0,0,49,0,0,0
"alytes_obstetricans_s_000287.png",0,0,0,0,0,0,50,0,1,0
"alytes_obstetricans_s_000319.png",0,0,2,0,0,0,50,0,0,0
"alytes_obstetricans_s_000347.png",0,0,1,0,0,0,50,0,0,0
"alytes_obstetricans_s_000379.png",0,0,0,0,0,0,52,0,0,0
"alytes_obstetricans_s_000392.png",0,0,0,0,2,0,50,1,0,0
"alytes_obstetricans_s_000475.png",0,0,0,0,0,1,49,0,0,0
"alytes_obstetricans_s_000527.png",0,0,0,0,1,0,49,0,0,0
"ambulance_s_000094.png",0,50,1,0,0,0,0,0,0,0
"ambulance_s_000365.png",0,33,0,0,0,0,0,0,7,12
"ambulance_s_001316.png",0,37,0,0,0,0,0,0,0,14
"ambulance_s_001676.png",0,46,0,0,0,0,0,0,0,7
"ambulance_s_001816.png",0,49,0,0,0,0,0,0,0,3
"ambulance_s_001819.png",0,8,0,0,0,0,0,0,0,44
"ambulance_s_002813.png",0,44,0,0,0,0,0,0,0,6
"american_elk_s_000001.png",0,0,0,1,47,0,0,3,0,0
"american_elk_s_000021.png",1,0,1,0,51,0,0,0,0,0
"american_elk_s_000045.png",0,0,0,0,50,0,0,0,1,0
"american_elk_s_000072.png",0,0,0,0,52,0,0,0,0,0
"american_elk_s_000092.png",3,0,0,1,43,2,1,1,0,0
"american_elk_s_000096.png",1,0,0,0,50,0,1,0,0,0
"american_elk_s_000097.png",0,0,0,0,51,0,0,1,0,0
"american_elk_s_000126.png",0,0,0,1,22,15,0,14,0,1
"american_elk_s_000153.png",0,0,0,1,50,0,1,0,0,0
"american_elk_s_000154.png",0,0,2,0,45,3,2,3,0,0
"american_elk_s_000423.png",0,0,0,0,42,2,0,8,0,0
"american_elk_s_000530.png",0,0,0,0,50,0,0,0,0,0
"american_elk_s_000534.png",0,0,0,1,47,0,0,2,0,0
"american_elk_s_000598.png",0,0,0,0,50,0,0,2,0,0
"american_elk_s_000664.png",1,0,1,0,37,2,0,11,0,0
"american_elk_s_000670.png",0,0,1,0,44,0,0,6,0,0
"american_elk_s_000679.png",0,0,1,0,45,1,0,4,0,0
"american_elk_s_000774.png",0,0,0,0,50,0,0,1,0,0
"american_elk_s_000873.png",0,0,0,0,49,0,0,2,0,0
"american_elk_s_000879.png",0,0,0,0,50,0,0,0,0,0
"american_elk_s_000963.png",0,0,0,0,47,0,0,4,0,0
"american_elk_s_000985.png",1,0,2,0,46,0,1,0,0,0
"american_elk_s_000987.png",0,0,0,0,50,0,0,0,0,0
"american_elk_s_001040.png",0,0,0,0,51,0,0,1,0,0
"american_elk_s_001075.png",0,0,0,0,19,0,0,34,0,0
"american_elk_s_001285.png",0,0,1,0,31,0,2,16,0,0
"american_elk_s_001297.png",0,0,0,0,45,1,0,5,0,0
"american_elk_s_001370.png",0,0,0,0,52,0,0,0,0,0
"american_elk_s_001531.png",0,0,0,0,47,4,0,0,0,0
"american_elk_s_001535.png",0,0,0,0,43,0,0,9,0,0
"american_elk_s_001633.png",0,0,0,0,53,0,0,1,0,0
"american_elk_s_001672.png",0,0,0,0,51,0,0,0,0,0
"american_elk_s_001819.png",1,0,1,2,35,0,1,0,11,0
"american_green_toad_s_000115.png",0,0,0,0,0,0,51,0,0,0
"american_saddle_horse_s_000006.png",0,0,0,0,1,0,0,49,0,0
"american_saddle_horse_s_000008.png",0,0,0,0,0,0,0,52,0,0
"american_saddle_horse_s_000010.png",0,0,0,0,0,0,0,50,0,0
"american_saddle_horse_s_000025.png",0,0,0,0,0,0,0,51,0,0
"american_saddle_horse_s_000153.png",0,0,0,0,0,0,0,53,0,0
"american_saddle_horse_s_000232.png",0,0,0,0,1,1,0,50,0,0
"american_saddle_horse_s_000244.png",0,0,0,1,0,0,0,50,0,0
"american_saddle_horse_s_000264.png",0,0,0,1,0,0,0,52,0,0
"american_toad_s_000054.png",1,0,0,0,0,0,49,0,0,0
"american_toad_s_000062.png",0,0,0,0,0,0,52,0,0,0
"american_toad_s_000071.png",0,0,0,0,0,0,51,0,0,0
"american_toad_s_000258.png",0,0,3,0,2,0,48,0,0,0
